subscriber,recorded_at,plan_changes_to_date
SUB-00909,2026-01-21T04:00:00Z,0
SUB-00909,2026-03-04T04:00:00Z,1
SUB-00909,2026-03-23T04:00:00Z,8
SUB-00910,2026-01-30T03:00:00Z,0
SUB-00910,2026-03-13T03:00:00Z,0
SUB-00910,2026-04-07T03:00:00Z,6
SUB-00911,2026-01-18T14:00:00Z,0
SUB-00911,2026-03-01T14:00:00Z,1
SUB-00912,2026-01-18T17:00:00Z,0
SUB-00912,2026-03-01T17:00:00Z,0
SUB-00912,2026-03-21T17:00:00Z,5
SUB-00913,2026-01-29T01:00:00Z,0
SUB-00913,2026-03-12T01:00:00Z,0
SUB-00914,2026-01-18T07:00:00Z,0
SUB-00914,2026-03-01T07:00:00Z,0
SUB-00914,2026-03-08T07:00:00Z,5
SUB-00915,2026-01-30T03:00:00Z,0
SUB-00915,2026-03-13T03:00:00Z,0
SUB-00916,2026-01-16T14:00:00Z,0
SUB-00916,2026-02-27T14:00:00Z,0
SUB-00917,2026-01-21T01:00:00Z,0
SUB-00917,2026-03-04T01:00:00Z,0
SUB-00918,2026-01-19T23:00:00Z,0
SUB-00918,2026-03-02T23:00:00Z,0
SUB-00918,2026-03-27T23:00:00Z,2
SUB-00919,2026-01-27T10:00:00Z,0
SUB-00919,2026-03-10T10:00:00Z,0
SUB-00919,2026-03-30T10:00:00Z,7
SUB-00920,2026-01-18T03:00:00Z,0
SUB-00920,2026-03-01T03:00:00Z,0
SUB-00920,2026-03-18T03:00:00Z,10
SUB-00921,2026-01-29T03:00:00Z,0
SUB-00921,2026-03-12T03:00:00Z,0
SUB-00922,2026-01-25T05:00:00Z,0
SUB-00922,2026-03-08T05:00:00Z,1
SUB-00922,2026-04-05T05:00:00Z,6
SUB-00923,2026-01-19T04:00:00Z,0
SUB-00923,2026-03-02T04:00:00Z,0
SUB-00924,2026-01-24T03:00:00Z,0
SUB-00924,2026-03-07T03:00:00Z,0
SUB-00924,2026-04-04T03:00:00Z,7
SUB-00925,2026-01-24T22:00:00Z,0
SUB-00925,2026-03-07T22:00:00Z,0
SUB-00926,2026-01-29T08:00:00Z,0
SUB-00926,2026-03-12T08:00:00Z,0
SUB-00927,2026-01-21T16:00:00Z,0
SUB-00927,2026-03-04T16:00:00Z,0
SUB-00927,2026-04-02T16:00:00Z,3
SUB-00928,2026-01-25T05:00:00Z,0
SUB-00928,2026-03-08T05:00:00Z,0
SUB-00928,2026-03-17T05:00:00Z,3
SUB-00929,2026-01-16T15:00:00Z,0
SUB-00929,2026-02-27T15:00:00Z,0
SUB-00930,2026-01-22T05:00:00Z,1
SUB-00930,2026-03-05T05:00:00Z,2
SUB-00930,2026-03-12T05:00:00Z,5
SUB-00931,2026-01-17T09:00:00Z,0
SUB-00931,2026-02-28T09:00:00Z,1
SUB-00932,2026-01-25T19:00:00Z,0
SUB-00932,2026-03-08T19:00:00Z,0
SUB-00932,2026-04-01T19:00:00Z,6
SUB-00933,2026-01-27T11:00:00Z,0
SUB-00933,2026-03-10T11:00:00Z,1
SUB-00933,2026-03-19T11:00:00Z,5
SUB-00934,2026-01-18T16:00:00Z,2
SUB-00934,2026-03-01T16:00:00Z,3
SUB-00934,2026-03-10T16:00:00Z,4
SUB-00935,2026-01-25T17:00:00Z,0
SUB-00935,2026-03-08T17:00:00Z,1
SUB-00935,2026-03-28T17:00:00Z,5
SUB-00936,2026-01-29T17:00:00Z,0
SUB-00936,2026-03-12T17:00:00Z,1
SUB-00937,2026-01-26T08:00:00Z,0
SUB-00937,2026-03-09T08:00:00Z,1
SUB-00938,2026-01-29T18:00:00Z,0
SUB-00938,2026-03-12T18:00:00Z,0
SUB-00938,2026-03-21T18:00:00Z,5
SUB-00939,2026-01-19T09:00:00Z,0
SUB-00939,2026-03-02T09:00:00Z,1
SUB-00939,2026-03-11T09:00:00Z,5
SUB-00940,2026-01-24T11:00:00Z,0
SUB-00940,2026-03-07T11:00:00Z,1
SUB-00941,2026-01-26T08:00:00Z,0
SUB-00941,2026-03-09T08:00:00Z,1
SUB-00941,2026-04-01T08:00:00Z,3
SUB-00942,2026-01-19T01:00:00Z,2
SUB-00942,2026-03-02T01:00:00Z,3
SUB-00943,2026-01-28T07:00:00Z,0
SUB-00943,2026-03-11T07:00:00Z,0
SUB-00943,2026-03-30T07:00:00Z,4
SUB-00944,2026-01-28T14:00:00Z,1
SUB-00944,2026-03-11T14:00:00Z,2
SUB-00944,2026-03-21T14:00:00Z,6
SUB-00945,2026-01-18T13:00:00Z,0
SUB-00945,2026-03-01T13:00:00Z,1
SUB-00946,2026-01-22T21:00:00Z,0
SUB-00946,2026-03-05T21:00:00Z,0
SUB-00947,2026-01-28T19:00:00Z,0
SUB-00947,2026-03-11T19:00:00Z,0
SUB-00947,2026-03-30T19:00:00Z,3
SUB-00948,2026-01-25T07:00:00Z,1
SUB-00948,2026-03-08T07:00:00Z,2
SUB-00949,2026-01-19T23:00:00Z,0
SUB-00949,2026-03-02T23:00:00Z,0
SUB-00949,2026-03-20T23:00:00Z,4
SUB-00950,2026-01-21T02:00:00Z,0
SUB-00950,2026-03-04T02:00:00Z,0
SUB-00950,2026-03-22T02:00:00Z,2
SUB-00951,2026-01-16T15:00:00Z,0
SUB-00951,2026-02-27T15:00:00Z,1
SUB-00951,2026-03-24T15:00:00Z,3
SUB-00952,2026-01-18T11:00:00Z,0
SUB-00952,2026-03-01T11:00:00Z,0
SUB-00952,2026-03-27T11:00:00Z,1
SUB-00953,2026-01-17T12:00:00Z,0
SUB-00953,2026-02-28T12:00:00Z,1
SUB-00954,2026-01-29T00:00:00Z,0
SUB-00954,2026-03-12T00:00:00Z,0
SUB-00954,2026-04-01T00:00:00Z,2
SUB-00955,2026-01-26T15:00:00Z,0
SUB-00955,2026-03-09T15:00:00Z,0
SUB-00955,2026-03-29T15:00:00Z,2
SUB-00956,2026-01-26T08:00:00Z,0
SUB-00956,2026-03-09T08:00:00Z,0
SUB-00956,2026-03-14T08:00:00Z,2
SUB-00957,2026-01-17T02:00:00Z,0
SUB-00957,2026-02-28T02:00:00Z,1
SUB-00958,2026-01-25T00:00:00Z,0
SUB-00958,2026-03-08T00:00:00Z,1
SUB-00958,2026-03-16T00:00:00Z,6
SUB-00959,2026-01-16T14:00:00Z,0
SUB-00959,2026-02-27T14:00:00Z,0
SUB-00959,2026-03-27T14:00:00Z,3
SUB-00960,2026-01-24T21:00:00Z,0
SUB-00960,2026-03-07T21:00:00Z,0
SUB-00961,2026-01-24T08:00:00Z,0
SUB-00961,2026-03-07T08:00:00Z,0
SUB-00962,2026-01-29T19:00:00Z,0
SUB-00962,2026-03-12T19:00:00Z,0
SUB-00962,2026-04-02T19:00:00Z,1
SUB-00963,2026-01-18T05:00:00Z,1
SUB-00963,2026-03-01T05:00:00Z,2
SUB-00963,2026-03-17T05:00:00Z,5
SUB-00964,2026-01-20T11:00:00Z,0
SUB-00964,2026-03-03T11:00:00Z,1
SUB-00965,2026-01-20T12:00:00Z,0
SUB-00965,2026-03-03T12:00:00Z,1
SUB-00966,2026-01-22T20:00:00Z,0
SUB-00966,2026-03-05T20:00:00Z,0
SUB-00967,2026-01-16T16:00:00Z,0
SUB-00967,2026-02-27T16:00:00Z,0
SUB-00967,2026-03-15T16:00:00Z,4
SUB-00968,2026-01-19T17:00:00Z,0
SUB-00968,2026-03-02T17:00:00Z,0
SUB-00968,2026-03-24T17:00:00Z,6
SUB-00969,2026-01-21T00:00:00Z,0
SUB-00969,2026-03-04T00:00:00Z,0
SUB-00969,2026-03-09T00:00:00Z,4
SUB-00970,2026-01-20T16:00:00Z,0
SUB-00970,2026-03-03T16:00:00Z,0
SUB-00971,2026-01-25T14:00:00Z,0
SUB-00971,2026-03-08T14:00:00Z,0
SUB-00971,2026-03-20T14:00:00Z,1
SUB-00972,2026-01-28T08:00:00Z,0
SUB-00972,2026-03-11T08:00:00Z,1
SUB-00973,2026-01-19T15:00:00Z,0
SUB-00973,2026-03-02T15:00:00Z,0
SUB-00974,2026-01-26T02:00:00Z,0
SUB-00974,2026-03-09T02:00:00Z,1
SUB-00975,2026-01-19T06:00:00Z,0
SUB-00975,2026-03-02T06:00:00Z,0
SUB-00975,2026-03-26T06:00:00Z,2
SUB-00976,2026-01-19T13:00:00Z,0
SUB-00976,2026-03-02T13:00:00Z,0
SUB-00976,2026-03-30T13:00:00Z,3
SUB-00977,2026-01-25T09:00:00Z,0
SUB-00977,2026-03-08T09:00:00Z,0
SUB-00977,2026-03-31T09:00:00Z,6
SUB-00978,2026-01-22T22:00:00Z,0
SUB-00978,2026-03-05T22:00:00Z,0
SUB-00979,2026-01-28T09:00:00Z,0
SUB-00979,2026-03-11T09:00:00Z,1
SUB-00980,2026-01-19T20:00:00Z,0
SUB-00980,2026-03-02T20:00:00Z,0
SUB-00981,2026-01-28T11:00:00Z,0
SUB-00981,2026-03-11T11:00:00Z,0
SUB-00982,2026-01-16T18:00:00Z,0
SUB-00982,2026-02-27T18:00:00Z,1
SUB-00983,2026-01-21T06:00:00Z,0
SUB-00983,2026-03-04T06:00:00Z,0
SUB-00983,2026-03-17T06:00:00Z,6
SUB-00984,2026-01-21T17:00:00Z,0
SUB-00984,2026-03-04T17:00:00Z,1
SUB-00984,2026-03-29T17:00:00Z,6
SUB-00985,2026-01-18T23:00:00Z,1
SUB-00985,2026-03-01T23:00:00Z,2
SUB-00986,2026-01-22T16:00:00Z,0
SUB-00986,2026-03-05T16:00:00Z,1
SUB-00987,2026-01-22T15:00:00Z,0
SUB-00987,2026-03-05T15:00:00Z,0
SUB-00987,2026-03-21T15:00:00Z,5
SUB-00988,2026-01-22T10:00:00Z,0
SUB-00988,2026-03-05T10:00:00Z,0
SUB-00988,2026-04-03T10:00:00Z,5
SUB-00989,2026-01-23T19:00:00Z,0
SUB-00989,2026-03-06T19:00:00Z,0
SUB-00989,2026-04-03T19:00:00Z,3
SUB-00990,2026-01-21T11:00:00Z,0
SUB-00990,2026-03-04T11:00:00Z,1
SUB-00990,2026-03-20T11:00:00Z,4
SUB-00991,2026-01-22T14:00:00Z,0
SUB-00991,2026-03-05T14:00:00Z,1
SUB-00991,2026-03-18T14:00:00Z,2
SUB-00992,2026-01-25T21:00:00Z,0
SUB-00992,2026-03-08T21:00:00Z,0
SUB-00992,2026-03-30T21:00:00Z,2
SUB-00993,2026-01-20T14:00:00Z,0
SUB-00993,2026-03-03T14:00:00Z,0
SUB-00993,2026-03-29T14:00:00Z,6
SUB-00994,2026-01-23T03:00:00Z,0
SUB-00994,2026-03-06T03:00:00Z,0
SUB-00995,2026-01-22T15:00:00Z,0
SUB-00995,2026-03-05T15:00:00Z,0
SUB-00995,2026-03-17T15:00:00Z,7
SUB-00996,2026-01-30T00:00:00Z,0
SUB-00996,2026-03-13T00:00:00Z,1
SUB-00997,2026-01-26T06:00:00Z,0
SUB-00997,2026-03-09T06:00:00Z,1
SUB-00997,2026-03-22T06:00:00Z,5
SUB-00998,2026-01-21T00:00:00Z,0
SUB-00998,2026-03-04T00:00:00Z,1
SUB-00999,2026-01-19T14:00:00Z,0
SUB-00999,2026-03-02T14:00:00Z,0
SUB-00999,2026-03-17T14:00:00Z,4
SUB-01000,2026-01-28T01:00:00Z,0
SUB-01000,2026-03-11T01:00:00Z,0
SUB-01000,2026-03-28T01:00:00Z,4
SUB-01001,2026-01-29T15:00:00Z,0
SUB-01001,2026-03-12T15:00:00Z,1
SUB-01001,2026-03-19T15:00:00Z,6
SUB-01002,2026-01-16T08:00:00Z,0
SUB-01002,2026-02-27T08:00:00Z,1
SUB-01002,2026-03-05T08:00:00Z,5
SUB-01003,2026-01-20T01:00:00Z,0
SUB-01003,2026-03-03T01:00:00Z,0
SUB-01004,2026-01-22T15:00:00Z,0
SUB-01004,2026-03-05T15:00:00Z,0
SUB-01004,2026-03-15T15:00:00Z,7
SUB-01005,2026-01-28T15:00:00Z,0
SUB-01005,2026-03-11T15:00:00Z,1
SUB-01005,2026-03-20T15:00:00Z,2
SUB-01006,2026-01-17T17:00:00Z,0
SUB-01006,2026-02-28T17:00:00Z,1
SUB-01007,2026-01-24T20:00:00Z,0
SUB-01007,2026-03-07T20:00:00Z,1
SUB-01008,2026-01-19T16:00:00Z,0
SUB-01008,2026-03-02T16:00:00Z,0
SUB-01009,2026-01-18T05:00:00Z,0
SUB-01009,2026-03-01T05:00:00Z,0
SUB-01010,2026-01-28T22:00:00Z,1
SUB-01010,2026-03-11T22:00:00Z,2
SUB-01010,2026-04-01T22:00:00Z,6
SUB-01011,2026-01-29T19:00:00Z,0
SUB-01011,2026-03-12T19:00:00Z,1
SUB-01012,2026-01-30T04:00:00Z,0
SUB-01012,2026-03-13T04:00:00Z,1
SUB-01012,2026-03-31T04:00:00Z,3
SUB-01013,2026-01-25T08:00:00Z,0
SUB-01013,2026-03-08T08:00:00Z,0
SUB-01013,2026-03-22T08:00:00Z,5
SUB-01014,2026-01-27T01:00:00Z,0
SUB-01014,2026-03-10T01:00:00Z,0
SUB-01014,2026-03-26T01:00:00Z,5
SUB-01015,2026-01-20T18:00:00Z,0
SUB-01015,2026-03-03T18:00:00Z,0
SUB-01016,2026-01-26T11:00:00Z,0
SUB-01016,2026-03-09T11:00:00Z,0
SUB-01017,2026-01-29T14:00:00Z,0
SUB-01017,2026-03-12T14:00:00Z,1
SUB-01018,2026-01-22T07:00:00Z,0
SUB-01018,2026-03-05T07:00:00Z,0
SUB-01019,2026-01-29T18:00:00Z,0
SUB-01019,2026-03-12T18:00:00Z,0
SUB-01020,2026-01-16T20:00:00Z,0
SUB-01020,2026-02-27T20:00:00Z,0
SUB-01020,2026-03-22T20:00:00Z,3
SUB-01021,2026-01-16T12:00:00Z,0
SUB-01021,2026-02-27T12:00:00Z,1
SUB-01022,2026-01-20T15:00:00Z,1
SUB-01022,2026-03-03T15:00:00Z,2
SUB-01022,2026-03-18T15:00:00Z,5
SUB-01023,2026-01-17T12:00:00Z,0
SUB-01023,2026-02-28T12:00:00Z,1
SUB-01024,2026-01-25T17:00:00Z,0
SUB-01024,2026-03-08T17:00:00Z,0
SUB-01025,2026-01-29T15:00:00Z,0
SUB-01025,2026-03-12T15:00:00Z,1
SUB-01025,2026-03-18T15:00:00Z,5
SUB-01026,2026-01-30T03:00:00Z,0
SUB-01026,2026-03-13T03:00:00Z,1
SUB-01027,2026-01-22T21:00:00Z,0
SUB-01027,2026-03-05T21:00:00Z,0
SUB-01028,2026-01-19T19:00:00Z,0
SUB-01028,2026-03-02T19:00:00Z,0
SUB-01029,2026-01-19T14:00:00Z,0
SUB-01029,2026-03-02T14:00:00Z,1
SUB-01030,2026-01-29T07:00:00Z,0
SUB-01030,2026-03-12T07:00:00Z,0
SUB-01030,2026-04-01T07:00:00Z,3
SUB-01031,2026-01-26T08:00:00Z,0
SUB-01031,2026-03-09T08:00:00Z,1
SUB-01031,2026-03-25T08:00:00Z,6
SUB-01032,2026-01-19T07:00:00Z,0
SUB-01032,2026-03-02T07:00:00Z,0
SUB-01032,2026-03-27T07:00:00Z,2
SUB-01033,2026-01-30T06:00:00Z,0
SUB-01033,2026-03-13T06:00:00Z,0
SUB-01033,2026-03-22T06:00:00Z,7
SUB-01034,2026-01-29T12:00:00Z,0
SUB-01034,2026-03-12T12:00:00Z,0
SUB-01035,2026-01-21T14:00:00Z,0
SUB-01035,2026-03-04T14:00:00Z,0
SUB-01036,2026-01-21T03:00:00Z,0
SUB-01036,2026-03-04T03:00:00Z,0
SUB-01036,2026-03-18T03:00:00Z,1
SUB-01037,2026-01-23T04:00:00Z,0
SUB-01037,2026-03-06T04:00:00Z,1
SUB-01038,2026-01-19T14:00:00Z,0
SUB-01038,2026-03-02T14:00:00Z,1
SUB-01039,2026-01-26T17:00:00Z,0
SUB-01039,2026-03-09T17:00:00Z,1
SUB-01040,2026-01-24T08:00:00Z,0
SUB-01040,2026-03-07T08:00:00Z,1
SUB-01040,2026-04-03T08:00:00Z,5
SUB-01041,2026-01-29T00:00:00Z,0
SUB-01041,2026-03-12T00:00:00Z,0
SUB-01042,2026-01-22T02:00:00Z,0
SUB-01042,2026-03-05T02:00:00Z,1
SUB-01042,2026-03-27T02:00:00Z,2
SUB-01043,2026-01-29T19:00:00Z,0
SUB-01043,2026-03-12T19:00:00Z,0
SUB-01044,2026-01-25T02:00:00Z,0
SUB-01044,2026-03-08T02:00:00Z,0
SUB-01044,2026-03-31T02:00:00Z,2
SUB-01045,2026-01-29T00:00:00Z,0
SUB-01045,2026-03-12T00:00:00Z,0
SUB-01045,2026-03-30T00:00:00Z,4
SUB-01046,2026-01-19T18:00:00Z,0
SUB-01046,2026-03-02T18:00:00Z,0
SUB-01047,2026-01-25T04:00:00Z,0
SUB-01047,2026-03-08T04:00:00Z,0
SUB-01048,2026-01-24T20:00:00Z,0
SUB-01048,2026-03-07T20:00:00Z,0
SUB-01049,2026-01-22T03:00:00Z,0
SUB-01049,2026-03-05T03:00:00Z,1
SUB-01049,2026-03-11T03:00:00Z,5
SUB-01050,2026-01-29T12:00:00Z,0
SUB-01050,2026-03-12T12:00:00Z,1
SUB-01050,2026-03-24T12:00:00Z,4
SUB-01051,2026-01-25T03:00:00Z,0
SUB-01051,2026-03-08T03:00:00Z,0
SUB-01052,2026-01-28T19:00:00Z,0
SUB-01052,2026-03-11T19:00:00Z,1
SUB-01052,2026-04-09T19:00:00Z,7
SUB-01053,2026-01-29T02:00:00Z,0
SUB-01053,2026-03-12T02:00:00Z,0
SUB-01054,2026-01-18T21:00:00Z,0
SUB-01054,2026-03-01T21:00:00Z,0
SUB-01055,2026-01-28T05:00:00Z,0
SUB-01055,2026-03-11T05:00:00Z,0
SUB-01055,2026-04-06T05:00:00Z,2
SUB-01056,2026-01-28T00:00:00Z,0
SUB-01056,2026-03-11T00:00:00Z,0
SUB-01057,2026-01-16T13:00:00Z,0
SUB-01057,2026-02-27T13:00:00Z,0
SUB-01057,2026-03-16T13:00:00Z,2
SUB-01058,2026-01-26T13:00:00Z,0
SUB-01058,2026-03-09T13:00:00Z,0
SUB-01059,2026-01-25T23:00:00Z,0
SUB-01059,2026-03-08T23:00:00Z,0
SUB-01060,2026-01-25T22:00:00Z,0
SUB-01060,2026-03-08T22:00:00Z,0
SUB-01060,2026-03-18T22:00:00Z,5
SUB-01061,2026-01-16T22:00:00Z,0
SUB-01061,2026-02-27T22:00:00Z,0
SUB-01062,2026-01-19T18:00:00Z,0
SUB-01062,2026-03-02T18:00:00Z,0
SUB-01063,2026-01-27T10:00:00Z,0
SUB-01063,2026-03-10T10:00:00Z,0
SUB-01063,2026-03-22T10:00:00Z,8
SUB-01064,2026-01-24T03:00:00Z,0
SUB-01064,2026-03-07T03:00:00Z,0
SUB-01064,2026-03-21T03:00:00Z,6
SUB-01065,2026-01-16T09:00:00Z,0
SUB-01065,2026-02-27T09:00:00Z,1
SUB-01065,2026-03-17T09:00:00Z,5
SUB-01066,2026-01-16T16:00:00Z,0
SUB-01066,2026-02-27T16:00:00Z,0
SUB-01066,2026-03-11T16:00:00Z,3
SUB-01067,2026-01-25T10:00:00Z,0
SUB-01067,2026-03-08T10:00:00Z,0
SUB-01068,2026-01-24T21:00:00Z,0
SUB-01068,2026-03-07T21:00:00Z,0
SUB-01068,2026-03-27T21:00:00Z,3
SUB-01069,2026-01-18T21:00:00Z,0
SUB-01069,2026-03-01T21:00:00Z,0
SUB-01070,2026-01-27T14:00:00Z,0
SUB-01070,2026-03-10T14:00:00Z,0
SUB-01070,2026-04-04T14:00:00Z,3
SUB-01071,2026-01-21T12:00:00Z,0
SUB-01071,2026-03-04T12:00:00Z,0
SUB-01072,2026-01-23T04:00:00Z,0
SUB-01072,2026-03-06T04:00:00Z,0
SUB-01072,2026-03-11T04:00:00Z,1
SUB-01073,2026-01-27T01:00:00Z,0
SUB-01073,2026-03-10T01:00:00Z,0
SUB-01074,2026-01-21T14:00:00Z,0
SUB-01074,2026-03-04T14:00:00Z,0
SUB-01075,2026-01-16T16:00:00Z,0
SUB-01075,2026-02-27T16:00:00Z,0
SUB-01075,2026-03-05T16:00:00Z,2
SUB-01076,2026-01-26T23:00:00Z,0
SUB-01076,2026-03-09T23:00:00Z,0
SUB-01077,2026-01-22T22:00:00Z,0
SUB-01077,2026-03-05T22:00:00Z,0
SUB-01078,2026-01-28T17:00:00Z,0
SUB-01078,2026-03-11T17:00:00Z,0
SUB-01078,2026-03-25T17:00:00Z,3
SUB-01079,2026-01-18T09:00:00Z,0
SUB-01079,2026-03-01T09:00:00Z,0
SUB-01079,2026-03-29T09:00:00Z,4
SUB-01080,2026-01-26T17:00:00Z,0
SUB-01080,2026-03-09T17:00:00Z,1
SUB-01081,2026-01-18T23:00:00Z,0
SUB-01081,2026-03-01T23:00:00Z,0
SUB-01081,2026-03-10T23:00:00Z,3
SUB-01082,2026-01-28T11:00:00Z,0
SUB-01082,2026-03-11T11:00:00Z,1
SUB-01083,2026-01-26T07:00:00Z,0
SUB-01083,2026-03-09T07:00:00Z,0
SUB-01084,2026-01-21T19:00:00Z,1
SUB-01084,2026-03-04T19:00:00Z,2
SUB-01084,2026-03-10T19:00:00Z,8
SUB-01085,2026-01-24T08:00:00Z,0
SUB-01085,2026-03-07T08:00:00Z,0
SUB-01086,2026-01-19T13:00:00Z,0
SUB-01086,2026-03-02T13:00:00Z,0
SUB-01086,2026-03-27T13:00:00Z,4
SUB-01087,2026-01-20T06:00:00Z,1
SUB-01087,2026-03-03T06:00:00Z,2
SUB-01087,2026-03-20T06:00:00Z,6
SUB-01088,2026-01-27T17:00:00Z,0
SUB-01088,2026-03-10T17:00:00Z,0
SUB-01088,2026-03-29T17:00:00Z,5
SUB-01089,2026-01-19T17:00:00Z,0
SUB-01089,2026-03-02T17:00:00Z,1
SUB-01089,2026-03-19T17:00:00Z,2
SUB-01090,2026-01-30T06:00:00Z,0
SUB-01090,2026-03-13T06:00:00Z,1
SUB-01091,2026-01-29T15:00:00Z,0
SUB-01091,2026-03-12T15:00:00Z,0
SUB-01092,2026-01-30T04:00:00Z,0
SUB-01092,2026-03-13T04:00:00Z,0
SUB-01092,2026-03-27T04:00:00Z,4
SUB-01093,2026-01-26T17:00:00Z,2
SUB-01093,2026-03-09T17:00:00Z,3
SUB-01093,2026-03-15T17:00:00Z,6
SUB-01094,2026-01-28T19:00:00Z,0
SUB-01094,2026-03-11T19:00:00Z,1
SUB-01094,2026-03-17T19:00:00Z,4
SUB-01095,2026-01-27T16:00:00Z,0
SUB-01095,2026-03-10T16:00:00Z,1
SUB-01095,2026-03-27T16:00:00Z,5
SUB-01096,2026-01-21T22:00:00Z,0
SUB-01096,2026-03-04T22:00:00Z,0
SUB-01097,2026-01-22T10:00:00Z,0
SUB-01097,2026-03-05T10:00:00Z,0
SUB-01098,2026-01-24T21:00:00Z,1
SUB-01098,2026-03-07T21:00:00Z,2
SUB-01099,2026-01-25T08:00:00Z,0
SUB-01099,2026-03-08T08:00:00Z,0
SUB-01099,2026-04-02T08:00:00Z,3
SUB-01100,2026-01-29T14:00:00Z,0
SUB-01100,2026-03-12T14:00:00Z,0
SUB-01101,2026-01-24T01:00:00Z,1
SUB-01101,2026-03-07T01:00:00Z,2
SUB-01101,2026-03-20T01:00:00Z,4
SUB-01102,2026-01-23T00:00:00Z,1
SUB-01102,2026-03-06T00:00:00Z,2
SUB-01102,2026-03-22T00:00:00Z,6
SUB-01103,2026-01-17T09:00:00Z,0
SUB-01103,2026-02-28T09:00:00Z,0
SUB-01104,2026-01-27T07:00:00Z,0
SUB-01104,2026-03-10T07:00:00Z,0
SUB-01104,2026-04-02T07:00:00Z,5
SUB-01105,2026-01-29T19:00:00Z,0
SUB-01105,2026-03-12T19:00:00Z,0
SUB-01105,2026-04-10T19:00:00Z,4
SUB-01106,2026-01-21T19:00:00Z,0
SUB-01106,2026-03-04T19:00:00Z,0
SUB-01107,2026-01-27T04:00:00Z,0
SUB-01107,2026-03-10T04:00:00Z,1
SUB-01107,2026-03-21T04:00:00Z,6
SUB-01108,2026-01-17T04:00:00Z,0
SUB-01108,2026-02-28T04:00:00Z,0
SUB-01109,2026-01-24T14:00:00Z,0
SUB-01109,2026-03-07T14:00:00Z,0
SUB-01110,2026-01-16T09:00:00Z,0
SUB-01110,2026-02-27T09:00:00Z,0
SUB-01110,2026-03-10T09:00:00Z,2
SUB-01111,2026-01-26T16:00:00Z,0
SUB-01111,2026-03-09T16:00:00Z,0
SUB-01111,2026-03-29T16:00:00Z,2
SUB-01112,2026-01-30T00:00:00Z,0
SUB-01112,2026-03-13T00:00:00Z,0
SUB-01113,2026-01-26T10:00:00Z,0
SUB-01113,2026-03-09T10:00:00Z,0
SUB-01113,2026-04-02T10:00:00Z,2
SUB-01114,2026-01-22T01:00:00Z,0
SUB-01114,2026-03-05T01:00:00Z,0
SUB-01114,2026-03-13T01:00:00Z,4
SUB-01115,2026-01-26T21:00:00Z,0
SUB-01115,2026-03-09T21:00:00Z,1
SUB-01116,2026-01-16T22:00:00Z,0
SUB-01116,2026-02-27T22:00:00Z,1
SUB-01116,2026-03-05T22:00:00Z,5
SUB-01117,2026-01-25T15:00:00Z,0
SUB-01117,2026-03-08T15:00:00Z,0
SUB-01117,2026-03-23T15:00:00Z,2
SUB-01118,2026-01-26T07:00:00Z,0
SUB-01118,2026-03-09T07:00:00Z,0
SUB-01118,2026-03-21T07:00:00Z,4
SUB-01119,2026-01-20T01:00:00Z,0
SUB-01119,2026-03-03T01:00:00Z,1
SUB-01120,2026-01-29T01:00:00Z,0
SUB-01120,2026-03-12T01:00:00Z,0
SUB-01120,2026-03-18T01:00:00Z,1
SUB-01121,2026-01-17T08:00:00Z,0
SUB-01121,2026-02-28T08:00:00Z,0
SUB-01121,2026-03-14T08:00:00Z,1
SUB-01122,2026-01-25T02:00:00Z,0
SUB-01122,2026-03-08T02:00:00Z,0
SUB-01123,2026-01-30T01:00:00Z,0
SUB-01123,2026-03-13T01:00:00Z,0
SUB-01123,2026-04-03T01:00:00Z,6
SUB-01124,2026-01-27T10:00:00Z,0
SUB-01124,2026-03-10T10:00:00Z,0
SUB-01124,2026-04-04T10:00:00Z,4
SUB-01125,2026-01-18T14:00:00Z,0
SUB-01125,2026-03-01T14:00:00Z,0
SUB-01126,2026-01-26T17:00:00Z,0
SUB-01126,2026-03-09T17:00:00Z,0
SUB-01127,2026-01-24T04:00:00Z,0
SUB-01127,2026-03-07T04:00:00Z,1
SUB-01128,2026-01-30T00:00:00Z,0
SUB-01128,2026-03-13T00:00:00Z,0
SUB-01129,2026-01-22T01:00:00Z,1
SUB-01129,2026-03-05T01:00:00Z,2
SUB-01129,2026-03-25T01:00:00Z,3
SUB-01130,2026-01-24T14:00:00Z,0
SUB-01130,2026-03-07T14:00:00Z,1
SUB-01130,2026-03-31T14:00:00Z,7
SUB-01131,2026-01-23T22:00:00Z,0
SUB-01131,2026-03-06T22:00:00Z,0
SUB-01132,2026-01-27T09:00:00Z,0
SUB-01132,2026-03-10T09:00:00Z,1
SUB-01133,2026-01-21T00:00:00Z,0
SUB-01133,2026-03-04T00:00:00Z,0
SUB-01133,2026-03-21T00:00:00Z,5
SUB-01134,2026-01-27T23:00:00Z,0
SUB-01134,2026-03-10T23:00:00Z,1
SUB-01135,2026-01-17T03:00:00Z,0
SUB-01135,2026-02-28T03:00:00Z,0
SUB-01135,2026-03-29T03:00:00Z,5
SUB-01136,2026-01-27T06:00:00Z,0
SUB-01136,2026-03-10T06:00:00Z,0
SUB-01136,2026-04-08T06:00:00Z,5
SUB-01137,2026-01-22T10:00:00Z,1
SUB-01137,2026-03-05T10:00:00Z,2
SUB-01137,2026-04-02T10:00:00Z,4
SUB-01138,2026-01-26T14:00:00Z,0
SUB-01138,2026-03-09T14:00:00Z,0
