cust,as_of,plan_changes_to_date,support_tickets_snapshot,logins_30d,tenure_snapshot,spend_snapshot
SUB-00638,2026-03-02T13:00:00Z,0,4,6,30,9.98
SUB-00638,2026-03-09T13:00:00Z,4,4,6,30,9.98
SUB-00639,2026-01-23T04:00:00Z,0,1,6,12,62.26
SUB-00639,2026-03-06T04:00:00Z,1,1,6,12,62.26
SUB-00639,2026-03-27T04:00:00Z,8,1,6,12,62.26
SUB-00640,2026-01-20T13:00:00Z,0,1,6,54,88.27
SUB-00640,2026-03-03T13:00:00Z,0,1,6,54,88.27
SUB-00641,2026-01-16T17:00:00Z,0,3,6,18,55.65
SUB-00641,2026-02-27T17:00:00Z,1,3,6,18,55.65
SUB-00641,2026-03-26T17:00:00Z,3,3,6,18,55.65
SUB-00642,2026-01-19T21:00:00Z,0,1,6,29,24.58
SUB-00642,2026-03-02T21:00:00Z,0,1,6,29,24.58
SUB-00642,2026-03-30T21:00:00Z,3,1,6,29,24.58
SUB-00643,2026-01-29T03:00:00Z,0,0,6,7,60.29
SUB-00643,2026-03-12T03:00:00Z,0,0,6,7,60.29
SUB-00644,2026-01-23T16:00:00Z,0,2,6,38,55.26
SUB-00644,2026-03-06T16:00:00Z,1,2,6,38,55.26
SUB-00645,2026-01-25T05:00:00Z,0,4,6,14,77.91
SUB-00645,2026-03-08T05:00:00Z,1,4,6,14,77.91
SUB-00645,2026-03-20T05:00:00Z,7,4,6,14,77.91
SUB-00646,2026-01-30T04:00:00Z,0,1,6,56,68.58
SUB-00646,2026-03-13T04:00:00Z,1,1,6,56,68.58
SUB-00647,2026-01-27T14:00:00Z,0,0,6,47,60.54
SUB-00647,2026-03-10T14:00:00Z,1,0,6,47,60.54
SUB-00647,2026-03-21T14:00:00Z,2,0,6,47,60.54
SUB-00648,2026-01-25T12:00:00Z,0,0,6,4,49.88
SUB-00648,2026-03-08T12:00:00Z,0,0,6,4,49.88
SUB-00649,2026-01-27T04:00:00Z,0,4,6,5,104.80
SUB-00649,2026-03-10T04:00:00Z,0,4,6,5,104.80
SUB-00649,2026-04-05T04:00:00Z,4,4,6,5,104.80
SUB-00650,2026-01-18T15:00:00Z,0,5,6,22,77.43
SUB-00650,2026-03-01T15:00:00Z,0,5,6,22,77.43
SUB-00650,2026-03-30T15:00:00Z,3,5,6,22,77.43
SUB-00651,2026-01-17T11:00:00Z,0,4,6,63,61.39
SUB-00651,2026-02-28T11:00:00Z,0,4,6,63,61.39
SUB-00652,2026-01-21T09:00:00Z,0,2,6,8,66.69
SUB-00652,2026-03-04T09:00:00Z,0,2,6,8,66.69
SUB-00652,2026-03-12T09:00:00Z,7,2,6,8,66.69
SUB-00653,2026-01-25T06:00:00Z,1,3,6,53,38.42
SUB-00653,2026-03-08T06:00:00Z,2,3,6,53,38.42
SUB-00654,2026-01-20T01:00:00Z,0,3,6,31,60.81
SUB-00654,2026-03-03T01:00:00Z,1,3,6,31,60.81
SUB-00654,2026-03-17T01:00:00Z,5,3,6,31,60.81
SUB-00655,2026-01-23T10:00:00Z,0,5,6,21,86.81
SUB-00655,2026-03-06T10:00:00Z,1,5,6,21,86.81
SUB-00655,2026-03-31T10:00:00Z,2,5,6,21,86.81
SUB-00656,2026-01-27T06:00:00Z,0,4,6,28,51.59
SUB-00656,2026-03-10T06:00:00Z,0,4,6,28,51.59
SUB-00656,2026-03-22T06:00:00Z,7,4,6,28,51.59
SUB-00657,2026-01-17T17:00:00Z,0,3,6,45,62.77
SUB-00657,2026-02-28T17:00:00Z,0,3,6,45,62.77
SUB-00657,2026-03-21T17:00:00Z,3,3,6,45,62.77
SUB-00658,2026-01-27T01:00:00Z,1,6,6,44,43.20
SUB-00658,2026-03-10T01:00:00Z,2,6,6,44,43.20
SUB-00658,2026-03-31T01:00:00Z,3,6,6,44,43.20
SUB-00659,2026-01-26T05:00:00Z,0,4,6,55,33.28
SUB-00659,2026-03-09T05:00:00Z,1,4,6,55,33.28
SUB-00659,2026-03-18T05:00:00Z,5,4,6,55,33.28
SUB-00660,2026-01-23T05:00:00Z,0,2,6,59,35.44
SUB-00660,2026-03-06T05:00:00Z,0,2,6,59,35.44
SUB-00661,2026-01-28T11:00:00Z,0,3,6,54,36.45
SUB-00661,2026-03-11T11:00:00Z,0,3,6,54,36.45
SUB-00661,2026-03-19T11:00:00Z,1,3,6,54,36.45
SUB-00662,2026-01-25T22:00:00Z,0,2,6,30,47.92
SUB-00662,2026-03-08T22:00:00Z,0,2,6,30,47.92
SUB-00663,2026-01-27T07:00:00Z,0,2,6,62,39.86
SUB-00663,2026-03-10T07:00:00Z,0,2,6,62,39.86
SUB-00664,2026-01-22T06:00:00Z,0,3,6,21,53.35
SUB-00664,2026-03-05T06:00:00Z,1,3,6,21,53.35
SUB-00664,2026-04-03T06:00:00Z,2,3,6,21,53.35
SUB-00665,2026-01-22T05:00:00Z,0,4,6,38,47.14
SUB-00665,2026-03-05T05:00:00Z,0,4,6,38,47.14
SUB-00665,2026-03-15T05:00:00Z,7,4,6,38,47.14
SUB-00666,2026-01-27T16:00:00Z,0,1,6,63,48.62
SUB-00666,2026-03-10T16:00:00Z,1,1,6,63,48.62
SUB-00667,2026-01-29T14:00:00Z,0,1,6,56,93.31
SUB-00667,2026-03-12T14:00:00Z,0,1,6,56,93.31
SUB-00668,2026-01-18T03:00:00Z,0,1,6,51,57.66
SUB-00668,2026-03-01T03:00:00Z,0,1,6,51,57.66
SUB-00669,2026-01-29T13:00:00Z,1,2,6,5,73.28
SUB-00669,2026-03-12T13:00:00Z,2,2,6,5,73.28
SUB-00669,2026-03-25T13:00:00Z,5,2,6,5,73.28
SUB-00670,2026-01-26T05:00:00Z,0,2,6,36,69.98
SUB-00670,2026-03-09T05:00:00Z,0,2,6,36,69.98
SUB-00670,2026-03-29T05:00:00Z,2,2,6,36,69.98
SUB-00671,2026-01-20T12:00:00Z,0,1,6,34,64.33
SUB-00671,2026-03-03T12:00:00Z,0,1,6,34,64.33
SUB-00672,2026-01-20T00:00:00Z,0,1,6,42,59.73
SUB-00672,2026-03-03T00:00:00Z,1,1,6,42,59.73
SUB-00673,2026-01-26T20:00:00Z,0,5,6,48,79.80
SUB-00673,2026-03-09T20:00:00Z,0,5,6,48,79.80
SUB-00673,2026-04-01T20:00:00Z,4,5,6,48,79.80
SUB-00674,2026-01-27T14:00:00Z,0,2,6,54,71.78
SUB-00674,2026-03-10T14:00:00Z,0,2,6,54,71.78
SUB-00675,2026-01-28T02:00:00Z,0,2,6,17,45.34
SUB-00675,2026-03-11T02:00:00Z,0,2,6,17,45.34
SUB-00675,2026-04-02T02:00:00Z,3,2,6,17,45.34
SUB-00676,2026-01-27T18:00:00Z,0,1,6,15,93.71
SUB-00676,2026-03-10T18:00:00Z,1,1,6,15,93.71
SUB-00677,2026-01-24T05:00:00Z,0,1,6,34,46.85
SUB-00677,2026-03-07T05:00:00Z,0,1,6,34,46.85
SUB-00677,2026-03-31T05:00:00Z,2,1,6,34,46.85
SUB-00678,2026-01-27T17:00:00Z,1,3,6,41,85.44
SUB-00678,2026-03-10T17:00:00Z,2,3,6,41,85.44
SUB-00678,2026-03-19T17:00:00Z,6,3,6,41,85.44
SUB-00679,2026-01-21T07:00:00Z,0,0,6,24,53.80
SUB-00679,2026-03-04T07:00:00Z,1,0,6,24,53.80
SUB-00680,2026-01-22T11:00:00Z,0,0,6,62,58.47
SUB-00680,2026-03-05T11:00:00Z,1,0,6,62,58.47
SUB-00681,2026-01-25T21:00:00Z,0,2,6,57,75.33
SUB-00681,2026-03-08T21:00:00Z,0,2,6,57,75.33
SUB-00682,2026-01-23T11:00:00Z,0,0,6,19,72.60
SUB-00682,2026-03-06T11:00:00Z,0,0,6,19,72.60
SUB-00683,2026-01-19T04:00:00Z,0,0,6,2,57.65
SUB-00683,2026-03-02T04:00:00Z,0,0,6,2,57.65
SUB-00684,2026-01-19T09:00:00Z,0,3,6,2,43.59
SUB-00684,2026-03-02T09:00:00Z,0,3,6,2,43.59
SUB-00684,2026-03-29T09:00:00Z,6,3,6,2,43.59
SUB-00685,2026-01-25T07:00:00Z,0,0,6,20,42.61
SUB-00685,2026-03-08T07:00:00Z,0,0,6,20,42.61
SUB-00686,2026-01-27T11:00:00Z,0,3,6,52,52.10
SUB-00686,2026-03-10T11:00:00Z,0,3,6,52,52.10
SUB-00686,2026-03-16T11:00:00Z,6,3,6,52,52.10
SUB-00687,2026-01-17T21:00:00Z,0,3,6,46,42.89
SUB-00687,2026-02-28T21:00:00Z,1,3,6,46,42.89
SUB-00687,2026-03-21T21:00:00Z,5,3,6,46,42.89
SUB-00688,2026-01-24T18:00:00Z,1,5,6,38,63.17
SUB-00688,2026-03-07T18:00:00Z,2,5,6,38,63.17
SUB-00688,2026-03-19T18:00:00Z,6,5,6,38,63.17
SUB-00689,2026-01-17T12:00:00Z,0,2,6,66,71.76
SUB-00689,2026-02-28T12:00:00Z,1,2,6,66,71.76
SUB-00690,2026-01-19T02:00:00Z,0,6,6,23,54.29
SUB-00690,2026-03-02T02:00:00Z,1,6,6,23,54.29
SUB-00690,2026-03-26T02:00:00Z,6,6,6,23,54.29
SUB-00691,2026-01-19T17:00:00Z,0,2,6,33,38.67
SUB-00691,2026-03-02T17:00:00Z,0,2,6,33,38.67
SUB-00691,2026-03-07T17:00:00Z,3,2,6,33,38.67
SUB-00692,2026-01-27T20:00:00Z,0,7,6,50,57.96
SUB-00692,2026-03-10T20:00:00Z,1,7,6,50,57.96
SUB-00692,2026-03-25T20:00:00Z,4,7,6,50,57.96
SUB-00693,2026-01-17T11:00:00Z,0,3,6,5,38.93
SUB-00693,2026-02-28T11:00:00Z,0,3,6,5,38.93
SUB-00693,2026-03-13T11:00:00Z,4,3,6,5,38.93
SUB-00694,2026-01-27T18:00:00Z,0,5,6,20,108.59
SUB-00694,2026-03-10T18:00:00Z,1,5,6,20,108.59
SUB-00694,2026-03-20T18:00:00Z,3,5,6,20,108.59
SUB-00695,2026-01-24T00:00:00Z,0,2,6,22,48.08
SUB-00695,2026-03-07T00:00:00Z,0,2,6,22,48.08
SUB-00695,2026-03-27T00:00:00Z,3,2,6,22,48.08
SUB-00696,2026-01-28T17:00:00Z,1,2,6,11,67.09
SUB-00696,2026-03-11T17:00:00Z,2,2,6,11,67.09
SUB-00696,2026-03-28T17:00:00Z,6,2,6,11,67.09
SUB-00697,2026-01-19T18:00:00Z,0,2,6,55,55.33
SUB-00697,2026-03-02T18:00:00Z,1,2,6,55,55.33
SUB-00698,2026-01-25T07:00:00Z,0,3,6,70,44.12
SUB-00698,2026-03-08T07:00:00Z,0,3,6,70,44.12
SUB-00699,2026-01-25T12:00:00Z,0,1,6,50,63.97
SUB-00699,2026-03-08T12:00:00Z,0,1,6,50,63.97
SUB-00700,2026-01-24T22:00:00Z,0,4,6,34,74.05
SUB-00700,2026-03-07T22:00:00Z,1,4,6,34,74.05
SUB-00700,2026-04-01T22:00:00Z,5,4,6,34,74.05
SUB-00701,2026-01-24T07:00:00Z,0,4,6,71,44.66
SUB-00701,2026-03-07T07:00:00Z,1,4,6,71,44.66
SUB-00701,2026-03-31T07:00:00Z,7,4,6,71,44.66
SUB-00702,2026-01-20T17:00:00Z,0,0,6,8,35.98
SUB-00702,2026-03-03T17:00:00Z,0,0,6,8,35.98
SUB-00702,2026-03-20T17:00:00Z,5,0,6,8,35.98
SUB-00703,2026-01-16T17:00:00Z,0,1,6,30,42.18
SUB-00703,2026-02-27T17:00:00Z,0,1,6,30,42.18
SUB-00704,2026-01-26T01:00:00Z,0,3,6,37,54.54
SUB-00704,2026-03-09T01:00:00Z,1,3,6,37,54.54
SUB-00704,2026-03-24T01:00:00Z,4,3,6,37,54.54
SUB-00705,2026-01-22T04:00:00Z,0,3,6,4,67.46
SUB-00705,2026-03-05T04:00:00Z,0,3,6,4,67.46
SUB-00705,2026-03-14T04:00:00Z,2,3,6,4,67.46
SUB-00706,2026-01-17T06:00:00Z,0,1,6,64,30.38
SUB-00706,2026-02-28T06:00:00Z,1,1,6,64,30.38
SUB-00707,2026-01-20T17:00:00Z,0,0,6,2,72.68
SUB-00707,2026-03-03T17:00:00Z,0,0,6,2,72.68
SUB-00708,2026-01-21T02:00:00Z,0,2,6,41,17.75
SUB-00708,2026-03-04T02:00:00Z,0,2,6,41,17.75
SUB-00709,2026-01-20T14:00:00Z,0,3,6,4,31.85
SUB-00709,2026-03-03T14:00:00Z,1,3,6,4,31.85
SUB-00709,2026-03-26T14:00:00Z,6,3,6,4,31.85
SUB-00710,2026-01-25T19:00:00Z,0,4,6,69,22.18
SUB-00710,2026-03-08T19:00:00Z,1,4,6,69,22.18
SUB-00710,2026-03-19T19:00:00Z,5,4,6,69,22.18
SUB-00711,2026-01-23T04:00:00Z,0,2,6,17,62.18
SUB-00711,2026-03-06T04:00:00Z,0,2,6,17,62.18
SUB-00711,2026-04-01T04:00:00Z,3,2,6,17,62.18
SUB-00712,2026-01-18T16:00:00Z,0,0,6,71,39.57
SUB-00712,2026-03-01T16:00:00Z,0,0,6,71,39.57
SUB-00713,2026-01-22T21:00:00Z,0,4,6,6,20.80
SUB-00713,2026-03-05T21:00:00Z,0,4,6,6,20.80
SUB-00713,2026-03-21T21:00:00Z,4,4,6,6,20.80
SUB-00714,2026-01-18T02:00:00Z,1,1,6,20,67.95
SUB-00714,2026-03-01T02:00:00Z,2,1,6,20,67.95
SUB-00715,2026-01-21T12:00:00Z,0,3,6,27,19.63
SUB-00715,2026-03-04T12:00:00Z,1,3,6,27,19.63
SUB-00715,2026-03-10T12:00:00Z,4,3,6,27,19.63
SUB-00716,2026-01-27T22:00:00Z,0,2,6,48,40.27
SUB-00716,2026-03-10T22:00:00Z,1,2,6,48,40.27
SUB-00717,2026-01-18T01:00:00Z,0,2,6,13,32.85
SUB-00717,2026-03-01T01:00:00Z,0,2,6,13,32.85
SUB-00717,2026-03-06T01:00:00Z,6,2,6,13,32.85
SUB-00718,2026-01-22T10:00:00Z,0,2,6,65,55.21
SUB-00718,2026-03-05T10:00:00Z,1,2,6,65,55.21
SUB-00719,2026-01-17T03:00:00Z,0,5,6,59,74.39
SUB-00719,2026-02-28T03:00:00Z,1,5,6,59,74.39
SUB-00719,2026-03-27T03:00:00Z,6,5,6,59,74.39
SUB-00720,2026-01-19T15:00:00Z,0,6,6,13,64.19
SUB-00720,2026-03-02T15:00:00Z,0,6,6,13,64.19
SUB-00720,2026-03-09T15:00:00Z,3,6,6,13,64.19
SUB-00721,2026-01-21T09:00:00Z,0,4,6,17,62.49
SUB-00721,2026-03-04T09:00:00Z,0,4,6,17,62.49
SUB-00721,2026-03-25T09:00:00Z,4,4,6,17,62.49
SUB-00722,2026-01-20T07:00:00Z,1,2,6,1,36.40
SUB-00722,2026-03-03T07:00:00Z,2,2,6,1,36.40
SUB-00722,2026-03-26T07:00:00Z,3,2,6,1,36.40
SUB-00723,2026-01-22T11:00:00Z,0,1,6,40,34.78
SUB-00723,2026-03-05T11:00:00Z,0,1,6,40,34.78
SUB-00723,2026-03-30T11:00:00Z,1,1,6,40,34.78
SUB-00724,2026-01-29T04:00:00Z,0,5,6,71,26.47
SUB-00724,2026-03-12T04:00:00Z,1,5,6,71,26.47
SUB-00724,2026-03-27T04:00:00Z,5,5,6,71,26.47
SUB-00725,2026-01-22T01:00:00Z,0,3,6,52,28.91
SUB-00725,2026-03-05T01:00:00Z,1,3,6,52,28.91
SUB-00725,2026-03-23T01:00:00Z,6,3,6,52,28.91
SUB-00726,2026-01-17T21:00:00Z,0,3,6,13,48.63
SUB-00726,2026-02-28T21:00:00Z,1,3,6,13,48.63
SUB-00726,2026-03-07T21:00:00Z,4,3,6,13,48.63
SUB-00727,2026-01-28T16:00:00Z,0,5,6,40,32.90
SUB-00727,2026-03-11T16:00:00Z,0,5,6,40,32.90
SUB-00727,2026-03-26T16:00:00Z,6,5,6,40,32.90
SUB-00728,2026-01-26T09:00:00Z,0,4,6,61,79.84
SUB-00728,2026-03-09T09:00:00Z,0,4,6,61,79.84
SUB-00729,2026-01-16T17:00:00Z,0,4,6,16,51.91
SUB-00729,2026-02-27T17:00:00Z,0,4,6,16,51.91
SUB-00729,2026-03-13T17:00:00Z,6,4,6,16,51.91
SUB-00730,2026-01-17T17:00:00Z,0,3,6,36,55.22
SUB-00730,2026-02-28T17:00:00Z,1,3,6,36,55.22
SUB-00730,2026-03-13T17:00:00Z,5,3,6,36,55.22
SUB-00731,2026-01-23T08:00:00Z,0,4,6,54,112.86
SUB-00731,2026-03-06T08:00:00Z,0,4,6,54,112.86
SUB-00731,2026-03-22T08:00:00Z,6,4,6,54,112.86
SUB-00732,2026-01-18T12:00:00Z,0,2,6,18,38.83
SUB-00732,2026-03-01T12:00:00Z,0,2,6,18,38.83
SUB-00732,2026-03-13T12:00:00Z,2,2,6,18,38.83
SUB-00733,2026-01-27T22:00:00Z,0,0,6,68,90.03
SUB-00733,2026-03-10T22:00:00Z,0,0,6,68,90.03
SUB-00734,2026-01-27T11:00:00Z,0,3,6,44,68.65
SUB-00734,2026-03-10T11:00:00Z,1,3,6,44,68.65
SUB-00735,2026-01-17T11:00:00Z,0,6,6,40,51.51
SUB-00735,2026-02-28T11:00:00Z,0,6,6,40,51.51
SUB-00735,2026-03-26T11:00:00Z,3,6,6,40,51.51
SUB-00736,2026-01-22T05:00:00Z,0,0,6,70,70.33
SUB-00736,2026-03-05T05:00:00Z,1,0,6,70,70.33
SUB-00737,2026-01-25T00:00:00Z,0,1,6,49,53.34
SUB-00737,2026-03-08T00:00:00Z,0,1,6,49,53.34
SUB-00738,2026-01-29T15:00:00Z,0,6,6,7,33.41
SUB-00738,2026-03-12T15:00:00Z,0,6,6,7,33.41
SUB-00738,2026-04-05T15:00:00Z,6,6,6,7,33.41
SUB-00739,2026-01-26T10:00:00Z,0,2,6,18,60.70
SUB-00739,2026-03-09T10:00:00Z,1,2,6,18,60.70
SUB-00739,2026-03-16T10:00:00Z,4,2,6,18,60.70
SUB-00740,2026-01-17T06:00:00Z,0,0,6,10,105.18
SUB-00740,2026-02-28T06:00:00Z,1,0,6,10,105.18
SUB-00741,2026-01-20T01:00:00Z,0,2,6,47,52.54
SUB-00741,2026-03-03T01:00:00Z,1,2,6,47,52.54
SUB-00742,2026-01-18T12:00:00Z,0,4,6,47,85.93
SUB-00742,2026-03-01T12:00:00Z,0,4,6,47,85.93
SUB-00743,2026-01-29T05:00:00Z,0,0,6,22,46.41
SUB-00743,2026-03-12T05:00:00Z,0,0,6,22,46.41
SUB-00744,2026-01-29T12:00:00Z,0,8,6,9,69.19
SUB-00744,2026-03-12T12:00:00Z,0,8,6,9,69.19
SUB-00744,2026-04-10T12:00:00Z,2,8,6,9,69.19
SUB-00745,2026-01-28T06:00:00Z,0,4,6,58,80.47
SUB-00745,2026-03-11T06:00:00Z,0,4,6,58,80.47
SUB-00745,2026-04-01T06:00:00Z,5,4,6,58,80.47
SUB-00746,2026-01-20T21:00:00Z,0,3,6,40,97.53
SUB-00746,2026-03-03T21:00:00Z,0,3,6,40,97.53
SUB-00747,2026-01-17T13:00:00Z,0,1,6,15,42.07
SUB-00747,2026-02-28T13:00:00Z,0,1,6,15,42.07
SUB-00747,2026-03-18T13:00:00Z,4,1,6,15,42.07
SUB-00748,2026-01-22T22:00:00Z,0,2,6,24,50.99
SUB-00748,2026-03-05T22:00:00Z,0,2,6,24,50.99
SUB-00748,2026-03-24T22:00:00Z,7,2,6,24,50.99
SUB-00749,2026-01-21T09:00:00Z,0,4,6,32,62.39
SUB-00749,2026-03-04T09:00:00Z,0,4,6,32,62.39
SUB-00749,2026-03-14T09:00:00Z,3,4,6,32,62.39
SUB-00750,2026-01-28T18:00:00Z,0,2,6,68,33.01
SUB-00750,2026-03-11T18:00:00Z,0,2,6,68,33.01
SUB-00751,2026-01-23T03:00:00Z,0,1,6,46,85.52
SUB-00751,2026-03-06T03:00:00Z,1,1,6,46,85.52
SUB-00752,2026-01-18T05:00:00Z,0,3,6,58,72.12
SUB-00752,2026-03-01T05:00:00Z,0,3,6,58,72.12
SUB-00753,2026-01-23T14:00:00Z,0,2,6,46,36.79
SUB-00753,2026-03-06T14:00:00Z,0,2,6,46,36.79
SUB-00754,2026-01-29T07:00:00Z,0,3,6,42,85.82
SUB-00754,2026-03-12T07:00:00Z,0,3,6,42,85.82
SUB-00755,2026-01-18T12:00:00Z,0,3,6,25,68.71
SUB-00755,2026-03-01T12:00:00Z,0,3,6,25,68.71
SUB-00755,2026-03-06T12:00:00Z,4,3,6,25,68.71
SUB-00756,2026-01-24T02:00:00Z,0,2,6,12,70.05
SUB-00756,2026-03-07T02:00:00Z,1,2,6,12,70.05
SUB-00757,2026-01-21T13:00:00Z,0,4,6,48,32.90
SUB-00757,2026-03-04T13:00:00Z,0,4,6,48,32.90
SUB-00757,2026-03-16T13:00:00Z,7,4,6,48,32.90
SUB-00758,2026-01-22T04:00:00Z,0,2,6,9,71.15
SUB-00758,2026-03-05T04:00:00Z,0,2,6,9,71.15
SUB-00758,2026-03-20T04:00:00Z,3,2,6,9,71.15
SUB-00759,2026-01-25T05:00:00Z,0,3,6,32,72.14
SUB-00759,2026-03-08T05:00:00Z,0,3,6,32,72.14
SUB-00759,2026-04-05T05:00:00Z,6,3,6,32,72.14
SUB-00760,2026-01-29T05:00:00Z,0,0,6,17,52.33
SUB-00760,2026-03-12T05:00:00Z,0,0,6,17,52.33
SUB-00761,2026-01-28T00:00:00Z,0,2,6,26,66.78
SUB-00761,2026-03-11T00:00:00Z,0,2,6,26,66.78
SUB-00762,2026-01-25T18:00:00Z,0,0,6,52,63.84
SUB-00762,2026-03-08T18:00:00Z,0,0,6,52,63.84
SUB-00763,2026-01-22T06:00:00Z,0,2,6,34,61.65
SUB-00763,2026-03-05T06:00:00Z,0,2,6,34,61.65
SUB-00763,2026-03-28T06:00:00Z,3,2,6,34,61.65
SUB-00764,2026-01-27T13:00:00Z,0,1,6,19,69.87
SUB-00764,2026-03-10T13:00:00Z,1,1,6,19,69.87
SUB-00764,2026-04-06T13:00:00Z,2,1,6,19,69.87
SUB-00765,2026-01-18T22:00:00Z,0,2,6,6,28.90
SUB-00765,2026-03-01T22:00:00Z,0,2,6,6,28.90
SUB-00765,2026-03-22T22:00:00Z,4,2,6,6,28.90
SUB-00766,2026-01-24T10:00:00Z,0,3,6,42,33.43
SUB-00766,2026-03-07T10:00:00Z,0,3,6,42,33.43
SUB-00766,2026-03-19T10:00:00Z,4,3,6,42,33.43
SUB-00767,2026-01-19T10:00:00Z,0,3,6,46,87.44
SUB-00767,2026-03-02T10:00:00Z,0,3,6,46,87.44
SUB-00768,2026-01-20T15:00:00Z,0,2,6,47,37.34
SUB-00768,2026-03-03T15:00:00Z,1,2,6,47,37.34
SUB-00769,2026-01-16T15:00:00Z,0,2,6,30,51.51
SUB-00769,2026-02-27T15:00:00Z,0,2,6,30,51.51
SUB-00769,2026-03-15T15:00:00Z,7,2,6,30,51.51
SUB-00770,2026-01-27T17:00:00Z,0,2,6,59,37.93
SUB-00770,2026-03-10T17:00:00Z,1,2,6,59,37.93
SUB-00771,2026-01-17T16:00:00Z,0,1,6,18,65.67
SUB-00771,2026-02-28T16:00:00Z,0,1,6,18,65.67
SUB-00772,2026-01-26T05:00:00Z,2,2,6,16,36.90
SUB-00772,2026-03-09T05:00:00Z,3,2,6,16,36.90
SUB-00772,2026-03-20T05:00:00Z,8,2,6,16,36.90
SUB-00773,2026-01-27T09:00:00Z,1,2,6,10,35.71
SUB-00773,2026-03-10T09:00:00Z,2,2,6,10,35.71
SUB-00773,2026-03-25T09:00:00Z,7,2,6,10,35.71
SUB-00774,2026-01-24T00:00:00Z,0,0,6,43,76.67
SUB-00774,2026-03-07T00:00:00Z,1,0,6,43,76.67
SUB-00775,2026-01-29T04:00:00Z,0,3,6,63,60.40
SUB-00775,2026-03-12T04:00:00Z,0,3,6,63,60.40
SUB-00775,2026-03-31T04:00:00Z,5,3,6,63,60.40
SUB-00776,2026-01-21T13:00:00Z,0,4,6,49,82.19
SUB-00776,2026-03-04T13:00:00Z,0,4,6,49,82.19
SUB-00776,2026-04-01T13:00:00Z,8,4,6,49,82.19
SUB-00777,2026-01-27T17:00:00Z,0,1,6,11,85.24
SUB-00777,2026-03-10T17:00:00Z,0,1,6,11,85.24
SUB-00778,2026-01-28T06:00:00Z,2,4,6,4,61.98
SUB-00778,2026-03-11T06:00:00Z,3,4,6,4,61.98
SUB-00778,2026-04-08T06:00:00Z,9,4,6,4,61.98
SUB-00779,2026-01-20T18:00:00Z,0,4,6,14,59.04
SUB-00779,2026-03-03T18:00:00Z,0,4,6,14,59.04
SUB-00779,2026-03-09T18:00:00Z,5,4,6,14,59.04
SUB-00780,2026-01-17T05:00:00Z,0,2,6,30,42.85
SUB-00780,2026-02-28T05:00:00Z,0,2,6,30,42.85
SUB-00781,2026-01-28T14:00:00Z,0,2,6,44,36.02
SUB-00781,2026-03-11T14:00:00Z,1,2,6,44,36.02
SUB-00781,2026-04-05T14:00:00Z,7,2,6,44,36.02
SUB-00782,2026-01-24T06:00:00Z,0,0,6,6,21.61
SUB-00782,2026-03-07T06:00:00Z,0,0,6,6,21.61
SUB-00782,2026-04-01T06:00:00Z,4,0,6,6,21.61
SUB-00783,2026-01-20T01:00:00Z,0,3,6,20,75.97
SUB-00783,2026-03-03T01:00:00Z,0,3,6,20,75.97
SUB-00784,2026-01-27T13:00:00Z,0,1,6,20,38.06
SUB-00784,2026-03-10T13:00:00Z,1,1,6,20,38.06
SUB-00785,2026-01-22T02:00:00Z,0,4,6,26,105.35
SUB-00785,2026-03-05T02:00:00Z,1,4,6,26,105.35
SUB-00785,2026-03-28T02:00:00Z,7,4,6,26,105.35
SUB-00786,2026-01-27T03:00:00Z,0,0,6,34,60.99
SUB-00786,2026-03-10T03:00:00Z,0,0,6,34,60.99
SUB-00787,2026-01-23T23:00:00Z,0,2,6,30,43.44
SUB-00787,2026-03-06T23:00:00Z,0,2,6,30,43.44
SUB-00788,2026-01-29T21:00:00Z,0,1,6,43,53.85
SUB-00788,2026-03-12T21:00:00Z,0,1,6,43,53.85
SUB-00789,2026-01-20T11:00:00Z,0,2,6,48,49.30
SUB-00789,2026-03-03T11:00:00Z,1,2,6,48,49.30
SUB-00790,2026-01-16T15:00:00Z,0,3,6,33,65.36
SUB-00790,2026-02-27T15:00:00Z,0,3,6,33,65.36
SUB-00790,2026-03-25T15:00:00Z,3,3,6,33,65.36
SUB-00791,2026-01-26T18:00:00Z,0,1,6,21,60.87
SUB-00791,2026-03-09T18:00:00Z,1,1,6,21,60.87
SUB-00792,2026-01-20T18:00:00Z,0,1,6,28,75.67
SUB-00792,2026-03-03T18:00:00Z,0,1,6,28,75.67
SUB-00793,2026-01-18T03:00:00Z,0,3,6,8,36.88
SUB-00793,2026-03-01T03:00:00Z,0,3,6,8,36.88
SUB-00793,2026-03-18T03:00:00Z,3,3,6,8,36.88
SUB-00794,2026-01-23T02:00:00Z,0,4,6,58,71.38
SUB-00794,2026-03-06T02:00:00Z,0,4,6,58,71.38
SUB-00794,2026-04-02T02:00:00Z,4,4,6,58,71.38
SUB-00795,2026-01-26T18:00:00Z,0,2,6,47,54.56
SUB-00795,2026-03-09T18:00:00Z,1,2,6,47,54.56
SUB-00796,2026-01-21T15:00:00Z,0,3,6,8,33.97
SUB-00796,2026-03-04T15:00:00Z,0,3,6,8,33.97
SUB-00796,2026-03-22T15:00:00Z,5,3,6,8,33.97
SUB-00797,2026-01-21T18:00:00Z,0,3,6,56,72.20
SUB-00797,2026-03-04T18:00:00Z,1,3,6,56,72.20
SUB-00798,2026-01-23T13:00:00Z,0,1,6,54,45.40
SUB-00798,2026-03-06T13:00:00Z,0,1,6,54,45.40
